L_CODE,E_CODE,E_NAME,DEM_NO,DEM_DT,SCL_PREPAR,NO_EQPT,FIN_YEAR,D_TYPE,N1,N2,N3,N4,N5,N6,N7,N8,N9,D_LOCK,YN,JOB_NO,JOB_DT,CTRL_NO,CTRL_DT,OPT,DEM,FULL_RECD,PART_RECD,OUTS,PER_RECD,DEP_DELE,IN_IIL,IN_CVIL,CRITICAL,CTRL_NA,VED,VED_FULL,VED_PART,VED_OUTS,VED_PER,VED_DELE,VED_IIL,VED_CVIL,VED_CRI,VED_CTRLNA,CONS_FM,CONS_TO,CONS_EQPT,LAST_SOUPD,DEMD,FULL_RECDD,PART_RECDD,OUTSD,DEP_DELED,IN_IILD,IN_CVILD,CRITICALD,CTRL_NAD,VEDD,VED_FULLD,VED_PARTD,VED_OUTSD,VED_DELED,VED_IILD,VED_CVILD,VED_CRID,VED_CTLNAD
88,99,SKID S/LOAD,033,2018-07-02,,1,2018-2019,SPD,,,,,,,,,,,Y,175,2016-07-21,,,0,2,1,0,1,50.0,0,0,0,0,1,1,1,0,0,100.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID S/LOAD,034,2018-07-02,,1,2018-2019,SPD,,,,,,,,,,,Y,60,2018-04-25,,,0,14,8,2,6,57.14,0,0,0,0,13,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,14,2019-2020,,,,,,,,,,,,,,,,,0,170,0,0,170,0.0,0,0,0,0,170,63,0,0,63,0.0,0,0,0,0,63,,,0,,,,,,,,,,,,,,,,,,,
69,,,,,,14,2019-2020,,,,,,,,,,,,,,,,,0,136,0,0,136,0.0,0,0,0,0,136,0,0,0,0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,
88,99,SKID S/LOAD,035,2018-07-06,,1,2018-2019,SPD,,,,,,,,,,,Y,57,2018-04-16,,,0,17,5,0,12,29.41,0,0,0,0,16,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID S/LOAD,036,2018-07-12,,1,2018-2019,SPD,,,,,,,,,,,Y,59,2018-04-25,,,0,11,10,0,1,90.91,0,0,0,0,10,4,4,0,0,100.0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,1,2018-2019,,,,,,,,,,,,,02,2018-04-04,,,0,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
78,89,BD 80 A12 CH,038,2018-07-18,,1,2018-2019,SPD,,,,,,,,,,,Y,13,2018-04-06,,,0,61,18,0,43,29.51,0,0,0,0,61,47,14,0,33,29.79,0,0,0,0,47,,,,,,,,,,,,,,,,,,,,,,
79,90,BD80 A12 ENG,022,2018-06-14,,1,2018-2019,SPD,,,,,,,,,,,Y,141,2015-08-31,,,0,6,0,0,6,0.0,0,0,0,0,6,2,0,0,2,0.0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,
79,90,BD80 A12 ENG,023,2018-06-14,,1,2018-2019,SPD,,,,,,,,,,,Y,202,2017-10-28,,,0,8,0,0,8,0.0,0,0,0,0,8,4,0,0,4,0.0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,
81,92,BD50 A15 ENG,024,2018-06-14,,1,2019-2020,SPD,,,,,,,,,,,Y,56,2015-07-08,,,0,24,7,1,17,29.17,0,0,0,0,24,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
40,40,D50-A15 ENG,025,2018-06-14,,1,2018-2019,SPD,,,,,,,,,,,Y,195,2017-10-28,,,0,2,1,0,1,50.0,0,0,0,0,2,1,0,0,1,0.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
78,89,BD 80 A12 CH,039,2018-07-20,,1,2018-2019,SPD,,,,,,,,,,,Y,112,2017-08-05,,,0,8,1,0,7,12.5,0,0,0,0,8,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
59,59,DOZER BD 14W,040,2018-07-25,,1,2018-2019,SPD,,,,,,,,,,,Y,215,2017-12-01,,,0,5,0,0,5,0.0,0,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
78,89,BD 80 A12 CH,041,2018-07-26,,1,2018-2019,SPD,,,,,,,,,,,Y,112,2017-08-05,,,0,3,0,0,3,0.0,0,0,0,0,3,1,0,0,1,0.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID S/LOAD,042,2018-07-26,,1,2018-2019,SPD,,,,,,,,,,,Y,49,2018-04-16,,,0,62,49,3,13,79.03,0,0,0,6,61,2,2,0,0,100.0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,
69,71,TATA JD ENG,043,2018-07-27,,1,2018-2019,SPD,,,,,,,,,,,Y,56,2018-04-16,,,0,8,0,0,8,0.0,0,0,0,0,7,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
48,48,JCB 3DX ENG,044,2018-07-27,,1,2018-2019,SPD,,,,,,,,,,,Y,04,2018-04-04,,,0,16,1,0,15,6.25,0,0,0,0,15,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID S/LOAD,045,2018-07-30,,1,2018-2019,SPD,,,,,,,,,,,Y,59,2018-04-25,,,0,7,3,0,4,42.86,0,0,0,0,6,1,1,0,0,100.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
79,90,BD80 A12 ENG,046,2018-08-09,,1,2018-2019,SPD,,,,,,,,,,,Y,216,2018-07-30,,,0,1,1,0,0,100.0,0,0,0,0,1,1,1,0,0,100.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
69,71,TATA JD ENG,037,2018-07-17,,1,2018-2019,SPD,,,,,,,,,,,Y,02,2018-04-04,,,0,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
59,59,DOZER BD 14W,049,2018-09-11,,1,2018-2019,SPD,,,,,,,,,,,Y,285,2018-03-14,,,0,4,2,0,2,50.0,0,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
68,70,TATA JD CH,047,2018-09-08,,1,2018-2019,SPD,,,,,,,,,,,Y,55,2018-04-16,,,0,43,28,5,15,65.12,0,0,0,0,43,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID S/LOAD,048,2018-09-08,,1,2018-2019,SPD,,,,,,,,,,,Y,57,2018-04-16,,,0,75,54,2,21,72.0,0,0,0,0,74,17,16,0,1,94.12,0,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,
78,89,BD 80 A12 CH,050,2018-09-11,,1,2018-2019,SPD,,,,,,,,,,,Y,13,2018-04-06,,,0,1,0,0,1,0.0,0,0,0,0,1,1,0,0,1,0.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,1,,,,,,,,,,,,,,,,,,0,8,0,0,8,0.0,0,0,0,0,8,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
81,92,BD50 A15 ENG,051,2018-09-15,,1,,SPD,,,,,,,,,,,Y,,,,,0,8,0,0,8,0.0,0,0,0,0,8,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,1,,,,,,,,,,,,,,,,,,0,2,0,0,2,0.0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,052,2018-09-25,,1,,SPD,,,,,,,,,,,Y,,,,,0,2,0,0,2,0.0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
37,37,D80-A12 CH,053,2018-09-26,,1,,SPD,,,,,,,,,,,Y,,,,,0,17,1,0,16,5.88,0,0,0,0,17,1,0,0,1,0.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID S/LOAD,054,2018-09-26,,1,,SPD,,,,,,,,,,,Y,,,,,0,1,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
68,70,TATA JD CH,055,2018-09-26,,5,,SPD,,,,,,,,,,,Y,51,2018-04-16,,,0,3,2,0,1,66.67,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID S/LOAD,056,2019-09-29,,1,,SPD,,,,,,,,,,,Y,,,,,0,5,3,0,2,60.0,0,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,057,2018-10-08,,1,2018-2019,SPD,,,,,,,,,,,Y,05,2018-04-04,,,0,246,67,6,179,27.24,0,0,0,0,245,17,10,1,6,58.82,0,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID S/LOAD,058,2018-10-10,,2,,SPD,,,,,,,,,,,Y,,,,,0,1,1,0,0,100.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
55,55,JCB CHASSIS,012,2018-10-30,,8,2019-2020,APD,,,,,,,,,,,Y,,,,,0,238,87,27,151,36.55,0,0,0,6,238,13,8,2,3,61.54,0,0,0,2,13,,,0,,,,,,,,,,,,,,,,,,,
62,,,,,,2,2019-2020,,,,,,,,,,,,,,,,,0,25,0,0,25,0.0,0,0,0,0,25,0,0,0,0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,
62,88,AC PERKINS,014,2018-10-31,,2,2019-2020,APD,,,,,,,,,,,Y,,,,,0,25,7,4,18,28.0,0,0,0,0,25,0,0,0,0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,
59,,,,,,2,2019-2020,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
59,59,DOZER BD 14W,013,2018-10-31,,2,2019-2020,APD,,,,,,,,,,,Y,,,,,0,133,54,10,79,40.6,0,0,0,0,133,0,0,0,0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,
78,89,BD 80 A12 CH,059,2018-10-31,,0,2018-2019,SPD,,,,,,,,,,,Y,215,2018-07-30,,,0,1,0,0,1,0.0,0,0,0,0,1,1,0,0,1,0.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
79,90,BD80 Engine,060,2018-11-03,,0,2018-2019,SPD,,,,,,,,,,,Y,245,2018-09-13,,,0,1,1,0,0,100.0,0,0,0,0,1,1,1,0,0,100.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,8,2019-2020,,,,,,,,,,,,,,,,,0,1261,0,0,1261,0.0,0,0,0,0,1261,0,0,0,0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,
68,70,TATA JD CH,015,2018-10-31,,8,2019-2020,APD,,,,,,,,,,,Y,,,,,0,150,81,14,69,54.0,0,0,0,5,150,0,0,0,0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,
88,,,,,,8,2019-2020,,,,,,,,,,,,,,,,,0,3,0,0,3,0.0,0,0,0,0,3,1,0,0,1,0.0,0,0,0,0,1,,,0,,,,,,,,,,,,,,,,,,,
88,,,,,,8,2019-2020,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,
88,,,,,,8,2019-2020,,,,,,,,,,,,,,,,,0,114,0,0,114,0.0,0,0,0,0,114,22,0,0,22,0.0,0,0,0,0,22,,,0,,,,,,,,,,,,,,,,,,,
68,70,TATA JD CH,061,2018-11-03,,1,2018-2019,SPD,,,,,,,,,,,Y,53,2018-04-16,,,0,4,4,0,0,100.0,0,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
48,48,JCB 3DX ENG,017,2018-10-31,,10,2019-2020,APD,,,,,,,,,,,Y,,,,,0,58,4,1,54,6.9,0,0,0,0,58,1,0,0,1,0.0,0,0,0,0,1,,,0,,,,,,,,,,,,,,,,,,,
88,99,SKID S/LOAD,016,2018-10-31,,8,2019-2020,APD,,,,,,,,,,,Y,,,,,0,100,54,14,46,54.0,0,0,0,8,100,20,16,1,3,80.0,0,0,0,8,20,,,0,,,,,,,,,,,,,,,,,,,
69,71,TATA JD ENG,018,2018-10-31,,10,2019-2020,APD,,,,,,,,,,,Y,,,,,0,21,1,3,20,4.76,0,0,0,5,21,0,0,0,0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,
88,99,SKID S/LOAD,019,2018-10-31,,9,2019-2020,APD,,,,,,,,,,,Y,,,,,0,18,8,3,10,44.44,0,0,0,0,18,0,0,0,0,0.0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,
79,,,,,,1,2018-2019,,,,,,,,,,,,,218,2018-07-30,,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,1,2018-2019,,,,,,,,,,,,,218,2018-07-30,,,0,27,0,0,27,0.0,0,0,0,0,27,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,1,2018-2019,,,,,,,,,,,,,218,2018-07-30,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,89,BD 80 A12 CH,062,2018-11-23,,0,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,85,13,0,72,15.29,0,0,0,0,85,40,10,0,30,25.0,0,0,0,0,40,,,,,,,,,,,,,,,,,,,,,,
17,17,OBM 30 HP,020,2018-11-05,,10,2019-2020,APD,,,,,,,,,,,Y,,,,,0,16,5,0,11,31.25,0,0,0,0,15,8,3,0,5,37.5,0,0,0,0,8,,,0,,,,,,,,,,,,,,,,,,,
78,,,,,,0,2018-2019,,,,,,,,,,,,,215,2018-07-30,,,0,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,0,2018-2019,,,,,,,,,,,,,217,2018-07-30,,,0,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID STEER L,063,2018-12-03,,0,2018-2019,SPD,,,,,,,,,,,Y,49,2018-04-16,,,0,4,2,0,2,50.0,0,0,0,0,3,1,1,0,0,100.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,0,2018-2019,,,,,,,,,,,,,13,2018-04-06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,0,2018-2019,,,,,,,,,,,,,217,2018-07-30,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,0,2018-2019,,,,,,,,,,,,,13,2018-04-06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,89,BD 80 A12 CH,064,2018-12-03,,0,2018-2019,SPD,,,,,,,,,,,Y,244,2018-09-13,,,0,1,1,0,0,100.0,0,0,0,0,0,1,1,0,0,100.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID STEER L,063,2018-12-03,,0,2018-2019,SPD,,,,,,,,,,,Y,49,2018-04-16,,,0,4,2,0,2,50.0,0,0,0,0,3,1,1,0,0,100.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
78,89,BD 80 A12 CH,065,2018-12-08,,0,2018-2019,SPD,,,,,,,,,,,Y,244,2018-09-13,,,0,11,2,0,9,18.18,0,0,0,0,11,3,2,0,1,66.67,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,
69,71,TATAJD ENG,066,2018-12-08,,0,2018-2019,SPD,,,,,,,,,,,Y,08,2018-04-04,,,0,9,2,2,7,22.22,0,0,0,0,8,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
67,67,OBM MARINER,021,2018-12-05,,15,2019-2020,APD,,,,,,,,,,,Y,,,,,0,22,20,1,2,90.91,0,0,0,0,22,18,16,1,1,88.89,0,0,0,0,18,,,0,,,,,,,,,,,,,,,,,,,
88,,,,,,0,2019-2020,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID STEER L,067,2019-01-08,,0,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,13,11,0,2,84.62,0,0,0,0,13,6,6,0,0,100.0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID S/LOAD,068,2019-01-08,,0,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,31,20,1,11,64.52,0,0,0,0,30,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
69,71,TATAJD ENG,069,2019-01-08,,0,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,31,2,0,29,6.45,0,0,0,0,30,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
78,89,BD 80 A12 CH,070,2019-01-08,,0,2018-2019,SPD,,,,,,,,,,,Y,270,2018-10-26,,,0,137,28,3,109,20.44,0,0,0,0,137,85,20,2,63,23.53,0,0,0,0,85,,,,,,,,,,,,,,,,,,,,,,
68,70,TATA JD,071,2019-01-09,,2,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,24,7,0,17,29.17,0,0,0,0,24,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID STEER L,072,2019-01-10,,0,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,21,19,1,2,90.48,0,0,0,0,20,14,13,1,1,92.86,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID STEER L,073,2018-01-10,,0,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID STEER L,073,2019-01-10,,0,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,1,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
37,37,BD80A12,074,2019-01-19,,0,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,16,0,0,16,0.0,0,0,0,0,16,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID STEER L,075,2019-01-21,,1,2018-2019,SPD,,,,,,,,,,,Y,314,2018-12-14,,,0,1,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
59,59,BD14W,076,2019-01-28,,3,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,12,0,0,12,0.0,0,0,0,0,12,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
59,59,BD14W,077,2019-01-28,,3,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,14,0,0,14,0.0,0,0,0,0,14,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
68,55,JCB 3DX U/V,078,2019-01-28,,3,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,5,4,1,1,80.0,0,0,0,0,4,1,1,0,0,100.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
68,70,TATA JD,079,2019-01-29,,0,,SPD,,,,,,,,,,,Y,,,,,0,5,4,1,1,80.0,0,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
59,59,BD14W,080,2019-01-31,,1,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,50,16,1,34,32.0,0,0,0,0,50,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
68,70,TATA JD,081,2019-02-05,,0,,SPD,,,,,,,,,,,Y,,,,,0,6,4,1,2,66.67,0,0,0,0,6,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
59,59,BD14W,082,2019-02-06,,2,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,3,0,0,3,0.0,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID S/LOAD,083,2019-02-06,,0,,SPD,,,,,,,,,,,Y,,,,,0,3,3,0,0,100.0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
59,59,BD14W,084,2019-02-09,,2,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,4,0,0,4,0.0,0,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
44,44,G14D1ENG,085,2019-02-11,,1,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,6,4,0,2,66.67,0,0,0,0,6,2,1,0,1,50.0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,
79,90,BD80 Engine,086,2019-02-11,,0,,SPD,,,,,,,,,,,Y,,,,,0,1,1,0,0,100.0,0,0,0,0,1,1,1,0,0,100.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
79,90,BD80 Engine,087,2019-02-11,,0,2019-2020,SPD,,,,,,,,,,,Y,360,2019-02-01,,,0,1,1,0,0,100.0,0,0,0,0,1,1,1,0,0,100.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
44,44,G14D1ENG,088,2019-02-12,,1,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID S/LOAD,089,2019-02-15,,0,,SPD,,,,,,,,,,,Y,,,,,0,7,5,2,2,71.43,0,0,0,0,7,1,1,0,0,100.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID STEER L,091,2019-02-16,,0,,SPD,,,,,,,,,,,Y,,,,,0,71,53,14,18,74.65,0,0,0,0,70,26,18,6,8,69.23,0,0,0,0,26,,,,,,,,,,,,,,,,,,,,,,
59,59,BD14W,092,2019-02-19,,2,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
78,89,BD 80 A12 CH,093,2019-02-19,,0,,SPD,,,,,,,,,,,Y,,,,,0,14,0,3,14,0.0,0,0,0,0,14,8,0,3,5,0.0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,
55,55,JCB 3DX U/V,094,2019-02-21,,1,,SPD,,,,,,,,,,,Y,,,,,0,5,3,0,2,60.0,0,0,0,0,4,1,1,0,0,100.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
59,59,BD14W,095,2019-02-22,,1,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,2,2,0,0,100.0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
68,70,TATA JD,096,2019-02-22,,0,,SPD,,,,,,,,,,,Y,,,,,0,7,2,0,5,28.57,0,0,0,0,6,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
62,88,AC PERKINS,097,2019-02-23,,1,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
55,55,JCB 3DX U/V,098,2019-02-23,,0,,SPD,,,,,,,,,,,Y,,,,,0,4,2,0,2,50.0,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID STEER L,099,2019-02-23,,0,,SPD,,,,,,,,,,,Y,,,,,0,1,1,0,0,100.0,0,0,0,0,1,1,1,0,0,100.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
48,48,JCB 3DX ENG,100,2019-02-25,,0,,SPD,,,,,,,,,,,Y,,,,,0,9,1,0,8,11.11,0,0,0,0,9,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,71,TATAJD ENG,101,2019-02-25,,0,,SPD,,,,,,,,,,,Y,,,,,0,10,0,0,10,0.0,0,0,0,0,9,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
44,44,G14D1ENG,102,2019-02-26,,1,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,2,0,0,2,0.0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
68,70,TATA JD,103,2019-02-27,,0,,SPD,,,,,,,,,,,Y,,,,,0,11,6,0,5,54.55,0,0,0,0,10,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
55,55,JCB 3DX U/V,104,2019-02-28,,0,,SPD,,,,,,,,,,,Y,,,,,0,3,3,0,0,100.0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
59,59,BD14W,105,2019-03-04,,1,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,71,25,1,46,35.21,0,0,0,0,71,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,0,,,,,,,,,,,,,,,,,,0,60,0,0,60,0.0,0,0,0,0,60,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
44,44,G14D1ENG,107,2019-03-05,,1,2018-2019,SPD,,,,,,,,,,,Y,,,,,0,1,0,0,1,0.0,0,0,0,0,1,1,0,0,1,0.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
68,70,TATA JD,108,2019-03-05,,0,,SPD,,,,,,,,,,,Y,,,,,0,5,4,0,1,80.0,0,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
88,99,SKID S/LOAD,109,2019-03-05,,0,,SPD,,,,,,,,,,,Y,,,,,0,2,1,1,1,50.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
78,89,BD 80 A12 CH,110,2019-03-08,,0,,SPD,,,,,,,,,,,Y,,,,,0,1,1,0,0,100.0,0,0,0,0,1,1,1,0,0,100.0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
78,89,BD 80 A12 CH,111,2019-03-27,,0,,SPD,,,,,,,,,,,Y,270,2018-10-26,,,0,4,0,0,4,0.0,0,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
